text,intent,split
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_0,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_5,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_10,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_4,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_9,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_3,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_8,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_2,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_7,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_1,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_6,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_0,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_5,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure candidate_item_opportunity context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_0,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_5,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_10,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_4,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_9,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_3,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_8,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_2,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_7,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_0,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_1,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_5,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_6,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_8,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_9,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_10,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_0,MAZE_PRESSURE,test
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_1,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_2,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_dark evidence_many candidate_none candidate_maze_pressure context_bucket_3,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_wet evidence_many candidate_none candidate_maze_pressure context_bucket_4,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_loop evidence_none candidate_none candidate_maze_pressure context_bucket_5,MAZE_PRESSURE,test
action_explore visit_deep revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_maze_pressure context_bucket_6,MAZE_PRESSURE,train
action_explore visit_deep revision_early recent_move zone_utility evidence_some candidate_none candidate_maze_pressure context_bucket_7,MAZE_PRESSURE,train
action_explore visit_deep revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_maze_pressure context_bucket_8,MAZE_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_0,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_1,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_2,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_3,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_4,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_5,ENTITY_PRESSURE,test
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_6,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_7,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_8,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_9,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_10,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_0,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_1,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_2,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_3,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_4,ENTITY_PRESSURE,test
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_5,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_6,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_7,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_8,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_9,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_10,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_0,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_1,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_2,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_3,ENTITY_PRESSURE,test
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_4,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_5,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_6,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_7,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_8,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_9,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_10,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_0,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_1,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_2,ENTITY_PRESSURE,test
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_3,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_4,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_5,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_6,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_7,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_8,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_9,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_10,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_0,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_1,ENTITY_PRESSURE,test
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_2,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_3,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_4,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_5,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_6,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_7,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_8,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_9,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_10,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_0,ENTITY_PRESSURE,test
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_1,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_2,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_dark evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_3,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_wet evidence_many candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_4,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_5,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_6,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_utility evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_7,ENTITY_PRESSURE,train
action_explore visit_first revision_changed recent_move zone_fluorescent evidence_some candidate_none candidate_entity_pressure candidate_item_opportunity context_bucket_8,ENTITY_PRESSURE,train
action_explore visit_first revision_early recent_move zone_loop evidence_none candidate_none candidate_entity_pressure candidate_maze_pressure context_bucket_0,ENTITY_PRESSURE,test
action_explore visit_first revision_changed recent_move zone_memory_room evidence_none candidate_none candidate_entity_pressure candidate_maze_pressure context_bucket_1,ENTITY_PRESSURE,train
